id,age,prior_experience,education_level,region,treatment,salary
4452,37,3.7,High School,East,0,43233.66
4453,42,3.7,High School,East,1,49900.22
4454,31,1.6,High School,West,1,39861.11
4455,28,0.4,Master's,South,1,50818.77
4456,38,6.0,Bachelor's,East,1,62587.28
4457,20,4.0,High School,West,1,49159.8
4458,26,2.5,High School,East,0,31950.64
4459,44,0.7,Bachelor's,East,0,36513.74
4460,31,1.4,High School,West,1,47366.4
4461,47,5.6,Bachelor's,South,1,73057.61
4462,26,3.3,Master's,West,1,68603.28
4463,21,1.9,Bachelor's,South,0,50225.78
4464,44,4.0,Bachelor's,East,1,64928.73
4465,21,1.4,Bachelor's,West,1,56279.26
4466,45,6.0,Master's,North,1,71316.08
4467,25,5.7,Master's,East,1,72821.36
4468,19,2.1,Bachelor's,West,1,52097.46
4469,26,1.7,High School,East,0,34132.44
4470,46,0.0,Bachelor's,West,0,38340.84
4471,31,0.0,High School,South,0,33678.35
4472,39,0.3,Bachelor's,North,0,41079.8
4473,26,3.3,Bachelor's,East,0,47002.0
4474,41,2.3,High School,North,1,47320.29
4475,48,0.3,High School,South,0,33095.31
4476,48,2.4,Bachelor's,West,0,48649.99
4477,40,4.0,Master's,North,1,59437.05
4478,33,4.1,Bachelor's,West,1,54780.09
4479,46,0.0,Bachelor's,South,1,53536.55
4480,47,2.7,High School,East,0,37926.07
4481,34,0.2,Bachelor's,South,1,46579.57
4482,33,4.8,Bachelor's,North,1,61092.87
4483,47,4.6,Bachelor's,North,0,50386.35
4484,29,1.2,High School,North,0,36401.53
4485,20,1.5,Bachelor's,West,1,46863.65
4486,28,2.1,High School,East,0,36356.29
4487,49,0.0,High School,North,0,31230.59
4488,31,3.7,Master's,North,0,57997.15
4489,35,2.5,High School,North,1,48477.25
4490,38,4.9,High School,South,0,47400.58
4491,48,0.8,Bachelor's,North,1,47546.06
4492,38,1.8,Master's,South,1,55576.25
4493,22,0.0,Bachelor's,North,0,50285.02
4494,33,1.0,Bachelor's,South,0,39467.93
4495,37,0.6,Master's,West,0,45985.84
4496,22,5.0,High School,West,0,48365.04
4497,20,1.6,High School,South,1,52790.88
4498,29,3.2,High School,East,0,37022.41
4499,18,2.2,Master's,East,1,56721.34
4500,38,0.5,High School,South,1,35172.44
4501,46,2.7,High School,West,0,45955.73
4502,26,4.2,Bachelor's,South,0,45404.09
4503,46,0.6,Bachelor's,East,1,49615.66
4504,26,4.6,Bachelor's,South,0,46968.25
4505,21,1.3,Bachelor's,West,1,44659.89
4506,20,2.0,High School,East,0,34640.22
4507,34,4.1,Bachelor's,East,0,45495.17
4508,19,1.7,Bachelor's,North,0,39561.24
4509,41,3.1,Master's,North,1,74255.97
4510,49,2.4,High School,East,0,39236.34
4511,18,3.3,Master's,East,1,69433.56
4512,25,0.0,Bachelor's,South,1,52123.3
4513,30,0.0,High School,West,1,39495.7
4514,40,4.2,Bachelor's,East,1,58497.21
4515,32,5.1,High School,West,0,46467.76
4516,25,1.2,Master's,East,0,49379.33
4517,29,2.5,Master's,West,0,49691.8
4518,39,3.6,High School,North,1,51417.55
4519,29,4.4,High School,East,0,39627.66
4520,31,0.0,High School,South,0,29142.71
4521,32,1.2,High School,West,0,32007.34
4522,32,2.3,High School,East,1,40660.16
4523,26,4.4,High School,North,0,31463.05
4524,36,8.0,Bachelor's,North,1,67295.27
4525,43,2.5,High School,North,1,56652.49
4526,37,0.2,Master's,North,1,54009.73
4527,46,3.8,Master's,East,0,60293.45
4528,39,5.6,Bachelor's,South,1,54303.75
4529,25,3.2,Master's,West,0,49606.65
4530,38,1.2,High School,South,0,26787.66
4531,36,4.9,High School,West,0,43736.46
4532,23,4.3,Bachelor's,South,0,63091.05
4533,37,0.9,Bachelor's,East,0,43144.71
4534,42,3.8,Bachelor's,East,0,57766.62
4535,46,5.0,Master's,West,0,58711.41
4536,36,5.4,Master's,East,1,77915.69
4537,21,2.9,Bachelor's,West,1,66967.59
4538,40,2.3,Bachelor's,South,0,44304.68
4539,24,5.5,High School,East,0,43667.32
4540,45,0.6,High School,East,0,25149.98
4541,45,3.9,Bachelor's,West,1,58086.17
4542,21,0.3,Bachelor's,West,0,39189.32
4543,39,5.1,Bachelor's,West,0,63547.03
4544,29,2.5,High School,West,0,30976.86
4545,30,5.5,Bachelor's,North,0,54909.81
4546,20,4.0,High School,West,0,32876.94
4547,39,0.6,Bachelor's,North,1,47526.86
4548,29,5.8,High School,South,0,49104.74
4549,19,6.1,High School,West,0,50870.39
4550,41,4.8,High School,North,1,57238.83
4551,19,1.5,High School,North,0,36417.49
4552,44,2.4,Master's,North,0,55066.03
4553,40,3.3,High School,East,0,40101.26
4554,26,1.6,High School,North,0,29538.41
4555,18,6.4,Bachelor's,West,0,47895.79
4556,25,3.3,Bachelor's,West,0,45132.52
4557,40,0.0,High School,West,0,29326.92
4558,23,3.7,High School,North,0,47305.79
4559,23,2.3,Master's,North,0,51408.05
4560,39,2.9,Bachelor's,East,0,45567.6
4561,42,2.3,High School,South,0,38715.92
4562,35,4.6,Bachelor's,East,0,50492.22
4563,34,5.2,High School,West,1,59770.84
4564,46,3.6,High School,West,1,60594.99
4565,29,2.3,Bachelor's,West,1,65918.06
4566,23,2.9,Master's,East,0,54237.18
4567,43,3.0,High School,West,0,40802.06
4568,44,1.4,Master's,West,0,57079.7
4569,25,4.2,High School,West,1,51723.76
4570,36,3.9,High School,North,1,55156.21
4571,45,6.1,High School,South,0,42566.85
4572,27,5.5,High School,North,0,44977.9
4573,18,1.6,Master's,North,0,55666.52
4574,42,4.6,Bachelor's,South,0,48330.81
4575,46,1.1,High School,South,0,32654.02
4576,30,4.4,Master's,East,0,50304.54
4577,34,2.0,Master's,South,1,70929.16
4578,20,1.0,Bachelor's,East,0,47175.62
4579,25,3.6,Master's,East,0,56620.77
4580,31,0.0,High School,North,0,32537.56
4581,20,0.0,Master's,West,0,46979.49
4582,33,2.6,Bachelor's,North,0,52856.61
4583,30,3.2,Master's,North,0,51900.65
4584,37,2.3,Bachelor's,South,1,58445.43
4585,41,0.0,High School,South,0,35387.08
4586,34,1.4,Bachelor's,East,0,48169.28
4587,30,3.8,High School,East,0,30050.4
4588,46,4.2,High School,East,0,39494.32
4589,23,3.0,High School,South,0,33806.81
4590,34,5.3,Master's,East,1,71688.94
4591,31,3.8,High School,East,1,41304.23
4592,34,1.5,Bachelor's,South,1,42287.15
4593,47,2.4,High School,West,0,48167.46
4594,25,0.2,Master's,North,0,48671.25
4595,28,2.8,High School,South,0,38956.21
4596,37,5.2,Bachelor's,East,1,65490.97
4597,45,4.4,Master's,North,1,68843.45
4598,18,5.8,Bachelor's,South,0,60398.81
4599,43,2.4,High School,North,1,44020.47
4600,24,5.7,Bachelor's,North,0,56009.67
4601,38,2.6,Master's,West,0,53977.28
4602,38,5.9,Bachelor's,East,0,50595.22
4603,34,3.0,High School,South,1,55253.77
4604,49,4.4,Master's,East,1,66015.0
4605,47,6.0,High School,West,1,62937.78
4606,27,2.6,Bachelor's,West,0,46414.0
4607,28,3.4,Master's,South,1,73478.26
4608,39,5.6,High School,South,0,41526.29
4609,47,2.7,Bachelor's,West,1,50778.19
4610,26,0.4,Bachelor's,South,1,44546.17
4611,26,7.3,Master's,North,0,67524.52
4612,41,2.1,High School,North,0,43888.76
4613,22,3.3,Bachelor's,West,0,55918.0
4614,34,5.3,Master's,East,0,49386.2
4615,26,1.8,High School,South,0,36597.57
4616,34,1.0,High School,South,1,26888.02
4617,41,3.5,Master's,North,1,69497.58
4618,38,0.0,High School,South,0,35590.85
4619,36,2.4,Master's,East,0,52071.34
4620,44,3.5,High School,South,0,40890.14
4621,24,2.5,High School,South,1,47748.48
4622,40,0.0,Bachelor's,North,0,34077.79
4623,26,6.2,Bachelor's,South,0,58723.6
4624,24,3.2,Bachelor's,West,0,46464.19
4625,30,5.9,Bachelor's,West,0,60238.37
4626,49,2.5,Master's,East,1,61871.65
4627,28,1.2,High School,East,0,29414.81
4628,31,3.5,Bachelor's,East,0,40935.76
4629,36,2.6,High School,East,1,38384.95
4630,28,0.6,Bachelor's,North,1,56495.98
4631,30,5.9,High School,South,0,45529.76
4632,48,1.8,High School,North,1,46959.25
4633,31,0.0,Bachelor's,East,0,46916.15
4634,30,5.7,High School,South,0,44154.97
4635,18,2.0,High School,West,0,32836.82
4636,25,1.8,Bachelor's,North,1,52692.25
4637,29,0.0,Bachelor's,South,0,38147.16
4638,36,6.5,Master's,West,1,83883.41
4639,29,0.4,Bachelor's,West,1,57092.22
4640,25,3.1,High School,East,1,52455.07
4641,25,4.8,Bachelor's,West,1,69722.79
4642,46,3.8,High School,West,1,50639.21
4643,38,2.9,Bachelor's,East,1,58137.9
4644,30,0.0,Master's,South,0,43492.43
4645,29,1.4,Bachelor's,South,1,45689.81
4646,46,3.4,Bachelor's,East,1,64146.18
4647,33,1.4,High School,North,0,36935.45
4648,18,3.4,Bachelor's,East,0,48310.52
4649,30,4.4,Master's,South,0,58078.12
4650,43,4.9,High School,North,0,37243.94
4651,24,0.5,High School,East,0,26755.55
4652,45,7.4,Bachelor's,South,1,71860.64
4653,43,4.5,Bachelor's,South,1,58959.31
4654,22,3.0,High School,South,0,37901.15
4655,25,5.2,Master's,West,0,60013.94
4656,42,7.7,High School,West,1,59780.1
4657,44,0.1,High School,North,0,25528.09
4658,31,2.5,Bachelor's,North,0,37586.64
4659,40,0.0,High School,North,0,29267.41
4660,47,3.4,Bachelor's,West,0,51248.95
4661,30,3.7,High School,North,1,42974.19
4662,32,2.9,High School,South,0,38644.79
4663,40,1.7,High School,South,0,36478.51
4664,34,0.0,Master's,North,0,40052.1
4665,32,3.7,Bachelor's,North,1,66351.91
4666,37,5.9,Bachelor's,West,1,63804.03
4667,35,1.8,High School,South,0,34947.59
4668,35,3.9,Bachelor's,East,0,48834.01
4669,19,0.0,Bachelor's,East,0,29146.13
4670,21,3.9,Master's,West,1,71787.04
4671,47,2.2,Bachelor's,West,1,49862.11
4672,18,1.5,Bachelor's,West,0,41242.89
4673,48,1.5,High School,South,0,37426.12
4674,21,2.2,Bachelor's,North,0,51942.85
4675,35,3.8,Bachelor's,North,1,53894.94
4676,22,0.4,Master's,West,1,53894.6
4677,36,2.2,High School,South,0,43529.4
4678,32,2.9,High School,East,1,51069.74
4679,45,0.8,Bachelor's,West,0,43761.62
4680,25,6.6,High School,South,0,44524.33
4681,37,1.3,High School,West,0,31982.98
4682,34,1.7,Master's,South,0,49144.2
4683,18,1.0,Bachelor's,South,1,46840.68
4684,29,6.6,Master's,West,0,56418.03
4685,43,4.1,Master's,North,1,64764.94
4686,36,1.1,High School,West,0,40151.89
4687,32,5.2,Bachelor's,North,1,63933.26
4688,26,3.4,High School,North,1,57075.65
4689,24,3.5,Master's,East,1,66438.63
4690,19,2.3,Bachelor's,South,1,51109.6
4691,48,1.5,High School,West,0,40891.6
4692,46,3.7,High School,South,0,42088.23
4693,26,1.9,Bachelor's,East,0,48538.67
4694,27,6.6,High School,North,1,54558.89
4695,19,0.5,High School,West,0,36578.03
4696,36,6.1,Bachelor's,South,1,71561.39
4697,28,2.8,Master's,East,0,54780.92
4698,30,3.6,High School,North,0,36759.9
4699,27,4.7,Bachelor's,North,0,51768.9
4700,31,1.7,Master's,South,1,63274.96
4701,35,4.7,High School,North,1,55358.34
4702,36,0.0,Master's,East,1,58005.41
4703,39,1.6,High School,North,1,49741.29
4704,26,1.2,Bachelor's,West,1,48213.39
4705,42,0.5,Bachelor's,West,0,33703.59
4706,24,2.6,Bachelor's,South,1,55522.58
4707,45,3.8,Master's,East,0,54665.78
4708,20,4.4,High School,North,0,47145.19
4709,37,3.5,High School,North,0,35072.77
4710,23,1.7,Bachelor's,North,0,48107.75
4711,44,3.7,Master's,West,1,72982.16
4712,38,3.2,High School,East,0,39747.24
4713,19,4.9,Master's,North,1,69920.02
4714,46,4.6,High School,South,0,39823.89
4715,23,3.1,High School,East,1,46469.55
4716,20,1.2,Bachelor's,East,0,39574.8
4717,33,1.7,High School,North,1,52297.0
4718,47,1.9,Bachelor's,West,0,43341.91
4719,25,2.4,High School,East,0,30497.54
4720,19,3.5,High School,South,0,41885.07
4721,34,4.4,Bachelor's,East,1,65422.5
4722,26,2.9,Bachelor's,West,0,46566.23
4723,47,3.0,Bachelor's,South,1,64442.82
4724,29,3.3,Bachelor's,West,1,61747.38
4725,20,2.0,High School,North,0,30658.92
4726,28,1.1,Bachelor's,East,0,38690.48
4727,18,0.0,Master's,South,0,46131.13
4728,40,1.6,Master's,West,1,51498.16
4729,30,3.9,High School,North,0,43520.66
4730,32,1.6,High School,South,0,25974.62
4731,43,2.5,Master's,East,1,67690.33
4732,22,3.9,Bachelor's,East,0,54334.96
4733,38,4.0,Bachelor's,West,1,62648.04
4734,47,0.8,Bachelor's,South,0,37143.41
4735,34,5.0,High School,North,0,45833.37
4736,48,5.3,Bachelor's,North,0,51197.21
4737,48,0.7,Master's,North,0,42066.82
4738,42,1.4,Bachelor's,West,0,40363.26
4739,40,5.4,High School,North,1,59637.87
4740,41,2.7,High School,South,1,48337.95
4741,42,0.0,High School,West,0,37253.55
4742,23,0.2,Bachelor's,East,1,52430.81
4743,45,2.5,High School,West,0,40797.24
4744,38,0.7,High School,West,0,23977.11
4745,39,2.2,Master's,West,0,50093.66
4746,28,3.1,High School,South,1,43872.52
4747,35,5.9,High School,East,0,46858.51
4748,21,2.4,High School,East,0,33790.9
4749,20,5.1,High School,West,1,53547.23
4750,30,5.9,Bachelor's,West,1,70878.37
4751,40,5.9,Master's,West,1,74982.11
4752,26,3.6,Master's,South,1,70744.1
4753,38,0.0,Bachelor's,South,1,39996.58
4754,23,3.9,Bachelor's,North,0,50054.82
4755,43,5.1,Bachelor's,East,0,58123.92
4756,47,2.8,High School,North,0,46045.08
4757,45,6.5,High School,North,1,51727.06
4758,29,4.7,Master's,West,0,57401.58
4759,19,4.1,High School,South,1,57580.77
4760,49,5.2,High School,North,0,44556.89
4761,20,3.7,Bachelor's,North,0,44448.13
4762,20,0.0,Bachelor's,North,0,30250.0
4763,45,2.0,High School,West,0,31261.66
4764,29,5.4,High School,West,0,37738.5
4765,32,1.4,High School,South,0,34446.75
4766,26,2.6,Bachelor's,North,0,50140.72
4767,48,0.9,High School,North,0,26426.11
4768,40,6.6,Bachelor's,South,1,68992.18
4769,25,6.4,Bachelor's,South,0,61315.31
4770,28,1.2,Master's,South,0,48683.24
4771,33,3.3,High School,East,1,41830.32
4772,49,1.6,High School,South,0,36848.09
4773,43,4.2,Bachelor's,West,1,60416.43
4774,44,4.0,Bachelor's,East,1,59275.58
4775,42,4.6,High School,South,0,41136.05
4776,39,3.7,Bachelor's,West,1,59425.45
4777,21,8.9,High School,South,1,69161.53
4778,45,0.9,High School,South,0,44785.7
4779,18,0.0,Bachelor's,East,0,38561.66
4780,41,2.2,High School,West,0,44197.16
4781,24,0.0,Master's,North,0,46788.78
4782,19,0.0,Bachelor's,South,1,47547.58
4783,41,1.0,Bachelor's,East,1,51734.85
4784,45,1.2,Bachelor's,West,1,45358.18
4785,22,1.1,Bachelor's,South,0,42801.59
4786,24,4.0,High School,North,1,42148.99
4787,21,2.0,Master's,West,0,46649.53
4788,22,2.6,Master's,West,0,53472.13
4789,41,4.8,High School,East,1,60335.31
4790,18,1.5,High School,South,0,41555.19
4791,18,2.5,High School,South,0,36229.99
4792,32,3.7,Bachelor's,West,1,59973.15
4793,37,0.0,Bachelor's,South,1,52921.81
4794,36,0.0,Master's,West,0,38352.53
4795,46,3.7,Bachelor's,North,1,61100.44
4796,27,4.0,Bachelor's,East,1,55812.62
4797,45,7.1,Bachelor's,South,1,68526.2
4798,35,3.3,Bachelor's,South,0,45653.45
4799,45,4.6,Bachelor's,East,0,54095.23
4800,20,2.6,Bachelor's,North,0,48578.68
4801,28,3.6,Bachelor's,North,0,53238.76
4802,32,6.3,Bachelor's,North,1,68744.54
4803,48,0.0,Bachelor's,North,0,38858.27
4804,44,3.8,Bachelor's,North,1,68751.82
4805,47,7.3,Bachelor's,West,1,62191.73
4806,28,3.6,Bachelor's,South,1,67170.25
4807,34,6.3,Bachelor's,South,0,55454.33
4808,34,1.7,Bachelor's,South,0,46079.19
4809,23,2.9,Bachelor's,West,1,55179.42
4810,49,3.1,High School,East,1,45688.44
4811,22,0.0,High School,North,0,32422.89
4812,25,0.7,Bachelor's,East,1,55201.57
4813,19,0.8,Bachelor's,North,0,42783.79
4814,33,4.6,Master's,North,1,66221.82
4815,37,4.7,High School,East,0,62289.67
4816,41,3.6,High School,South,1,56937.09
4817,29,4.6,High School,West,1,58611.33
4818,23,2.7,High School,East,0,36250.28
4819,18,5.4,Bachelor's,South,1,61085.76
4820,48,3.0,High School,North,0,37653.54
4821,21,3.1,Bachelor's,South,1,62754.22
4822,34,2.5,Bachelor's,North,0,40453.42
4823,30,4.4,Bachelor's,North,0,45765.68
4824,35,2.2,Master's,South,1,64170.54
4825,22,5.0,Bachelor's,North,1,64454.57
4826,47,0.7,High School,West,0,28355.54
4827,41,0.8,Master's,South,1,51950.48
4828,41,4.4,Master's,East,1,75314.05
4829,44,2.8,High School,North,1,50253.76
4830,20,2.1,High School,North,0,29458.97
4831,28,4.8,High School,West,0,37872.22
4832,30,1.8,High School,West,0,33548.87
4833,21,2.6,Master's,East,0,56463.0
4834,43,5.8,Bachelor's,North,0,58370.41
4835,44,6.1,High School,East,1,63893.25
4836,31,6.1,Master's,East,1,65982.64
4837,39,2.4,Bachelor's,North,0,46426.48
4838,28,5.5,High School,East,0,53513.77
4839,49,1.1,Master's,East,0,54970.29
4840,44,1.2,Master's,West,1,60353.13
4841,27,0.0,Master's,West,0,56740.09
4842,36,6.3,Bachelor's,East,1,70083.63
4843,35,1.3,Bachelor's,North,0,47029.85
4844,23,2.7,High School,West,0,38463.04
4845,44,1.2,Bachelor's,East,0,37633.18
4846,46,4.4,Master's,South,1,63794.95
4847,32,2.2,High School,South,0,37654.27
4848,38,0.4,Bachelor's,East,1,48113.59
4849,47,3.9,Bachelor's,South,0,40807.05
4850,27,0.1,High School,West,0,25268.65
4851,22,1.3,Bachelor's,North,0,40383.55
4852,43,0.0,High School,East,0,33636.4
4853,46,0.2,Bachelor's,West,1,48375.88
4854,22,3.4,High School,North,0,39710.85
4855,27,0.0,Master's,South,1,50065.44
4856,45,0.0,High School,South,0,30228.96
4857,22,3.0,High School,South,1,55581.29
4858,20,1.9,High School,South,0,36516.23
4859,40,7.0,Master's,West,1,68415.65
4860,23,6.7,Bachelor's,West,1,61745.77
4861,21,1.3,Bachelor's,North,1,54736.41
4862,35,4.1,Bachelor's,East,0,49221.25
4863,45,4.5,Bachelor's,North,1,61122.79
4864,26,1.8,High School,East,0,32351.46
4865,34,0.0,Bachelor's,South,1,50543.81
4866,46,3.0,High School,South,1,47421.62
4867,30,2.7,Master's,South,1,62029.86
4868,44,2.1,Bachelor's,South,0,40129.3
4869,32,3.9,Bachelor's,West,0,54262.36
4870,47,1.5,High School,North,0,33389.96
4871,37,0.7,Bachelor's,East,1,53127.42
4872,34,3.2,High School,East,1,43686.54
4873,30,3.8,High School,West,0,49985.24
4874,49,0.6,High School,South,0,38327.0
4875,33,4.9,Bachelor's,North,0,43019.56
4876,39,0.0,Bachelor's,South,1,43990.31
4877,21,1.8,High School,West,1,47919.49
4878,22,2.5,High School,East,1,40853.31
4879,22,1.7,Bachelor's,West,0,42524.69
4880,26,1.9,Bachelor's,East,1,55742.8
4881,34,6.7,High School,North,0,49302.82
4882,30,1.3,High School,East,0,36588.89
4883,19,7.9,Master's,North,1,75180.68
4884,30,3.9,Master's,South,0,45401.85
4885,39,3.2,Master's,South,1,69462.91
4886,38,4.0,Master's,West,1,71736.52
4887,44,8.1,High School,North,1,76697.75
4888,40,1.0,High School,South,0,22002.51
4889,36,0.8,High School,North,0,36031.65
4890,20,1.5,High School,South,0,24627.39
4891,27,3.1,Master's,South,0,62975.33
4892,19,0.0,Bachelor's,East,1,50439.33
4893,49,3.0,Bachelor's,West,1,52374.39
4894,30,6.4,High School,East,1,63062.4
4895,36,3.3,Master's,North,0,52143.22
4896,43,2.4,Master's,South,1,63745.97
4897,34,1.8,High School,West,0,36320.84
4898,38,4.8,Master's,South,1,78111.91
4899,31,1.3,High School,South,1,53119.63
4900,48,6.7,High School,East,1,57092.05
4901,29,6.9,Bachelor's,North,1,73890.69
4902,38,3.5,Bachelor's,West,0,50314.71
4903,29,3.0,High School,West,0,31867.5
4904,28,5.1,High School,West,1,51702.82
4905,24,5.2,Master's,North,0,72249.52
4906,21,1.4,Bachelor's,West,0,43953.32
4907,36,1.9,Bachelor's,North,0,48839.57
4908,18,0.4,High School,West,0,30005.69
4909,45,3.8,High School,South,1,48754.68
4910,48,4.3,High School,North,0,43136.09
4911,41,0.3,High School,East,0,29569.93
4912,46,2.1,High School,West,0,28802.54
4913,20,0.3,High School,East,0,25899.85
4914,30,1.2,Bachelor's,North,0,45146.62
4915,32,4.1,High School,South,0,40402.65
4916,19,1.5,Master's,East,0,49727.63
4917,28,2.4,High School,East,0,38369.66
4918,21,0.0,Bachelor's,South,1,49565.25
4919,36,3.4,High School,South,0,45854.84
4920,46,2.9,Bachelor's,North,0,41240.88
4921,34,1.5,High School,West,1,47477.51
4922,20,2.6,Master's,East,0,56641.05
4923,45,3.4,Bachelor's,East,0,53011.03
4924,35,1.4,Bachelor's,North,1,45046.2
4925,25,0.0,High School,West,0,31416.52
4926,39,6.6,Bachelor's,North,0,66413.83
4927,42,1.7,Bachelor's,East,1,52704.76
4928,41,2.8,High School,East,0,40836.91
4929,43,5.0,Bachelor's,South,1,66967.02
4930,36,10.0,Master's,South,1,79872.65
4931,22,0.5,Bachelor's,West,0,48702.2
4932,24,3.9,Master's,East,1,69196.47
4933,38,1.6,Master's,East,1,62352.2
4934,25,1.9,Master's,South,0,42457.12
4935,45,1.6,Bachelor's,North,0,46651.45
4936,22,0.7,Bachelor's,North,0,42778.12
4937,34,2.9,Bachelor's,East,0,54873.21
4938,22,0.1,Bachelor's,East,0,36596.66
4939,21,4.9,Master's,West,1,64742.55
4940,39,3.1,High School,West,1,45918.82
4941,36,3.8,High School,South,0,39009.72
4942,48,2.1,High School,East,1,40608.64
4943,49,2.3,High School,North,0,43247.58
4944,44,3.6,High School,West,1,57363.87
4945,38,0.7,Bachelor's,South,1,49036.74
4946,19,2.3,High School,South,0,34888.26
4947,28,1.3,Bachelor's,North,0,32764.91
4948,39,1.2,Bachelor's,West,0,45136.39
4949,30,0.0,High School,North,1,48267.2
4950,32,5.7,High School,South,0,43849.99
4951,29,1.6,Bachelor's,East,0,42296.84
4952,39,5.3,Bachelor's,North,1,66151.71
4953,38,5.1,Master's,South,0,69034.85
4954,39,0.4,Master's,East,0,47282.88
4955,28,0.8,Master's,East,0,48446.68
4956,24,8.1,Bachelor's,West,1,73259.61
4957,45,6.5,Master's,West,1,67380.39
4958,22,2.9,Master's,South,1,56576.94
4959,34,3.5,Master's,North,1,61504.26
4960,41,1.7,High School,East,1,50279.37
4961,37,3.9,Master's,West,0,54917.33
4962,26,1.6,Bachelor's,West,1,50048.89
4963,31,0.0,Bachelor's,North,0,35264.13
4964,43,0.4,High School,West,1,40382.38
4965,29,3.0,High School,South,0,47637.1
4966,23,0.7,High School,North,0,31457.61
4967,34,2.9,High School,East,1,44664.85
4968,36,0.9,High School,South,1,42678.26
4969,36,1.4,Master's,East,1,68081.29
4970,43,4.7,High School,East,1,51604.87
4971,33,3.5,High School,West,1,44579.86
4972,29,3.0,High School,South,0,36437.06
4973,29,4.8,Bachelor's,South,0,52917.6
4974,37,4.0,High School,North,1,55324.86
4975,49,5.9,High School,South,0,52713.8
4976,23,2.1,Bachelor's,North,0,39012.26
4977,48,2.1,Bachelor's,South,1,49667.96
4978,40,0.4,High School,East,0,29577.03
4979,43,2.1,High School,North,0,39848.58
